Time Elapsed (min),Stroke Rate,Average Power,Score,Misses,Handle Force,Handle Position,Raw Seat Position,Converted Seat Position,Left Foot Force,Right Foot Force
19.47,8.571428571428571,0,171,0,0,0,157.48000000000002,24.0,0,0
19.47,8.571428571428571,0,171,0,0,0,171.79000000000002,27.0,0,0
19.47,8.571428571428571,0,171,0,0,0,186.10000000000002,30.0,0,0
19.47,8.571428571428571,0,171,0,0,0,200.40999999999997,33.0,0,0
19.47,8.571428571428571,0,171,0,0,0,214.71999999999997,36.0,0,0
19.47,8.571428571428571,0,171,0,0,0,229.03000000000003,39.0,0,0
19.47,8.571428571428571,0,171,0,0,0,243.34000000000003,42.00000000000001,0,0
19.47,8.571428571428571,0,171,0,0,0,257.65000000000003,45.00000000000001,0,0
19.47,8.571428571428571,0,171,0,0,0,271.96000000000004,48.00000000000001,0,0
19.48,8.571428571428571,0,171,0,0,0,286.27000000000004,51.00000000000001,0,0
19.48,8.571428571428571,0,171,0,0,0,300.58000000000004,54.00000000000001,0,0
19.48,8.571428571428571,0,171,0,0,0,314.89000000000004,57.000000000000014,0,0
19.48,8.571428571428571,0,171,0,0,0,329.20000000000005,60.00000000000001,0,0
19.48,8.571428571428571,0,171,0,0,0,343.51,63.0,0,0
19.48,8.571428571428571,0,171,0,0,0,357.82,66.0,0,0
19.48,8.571428571428571,0,171,0,0,0,372.13,69.0,0,0
19.48,8.571428571428571,0,171,0,0,0,386.44,72.0,0,0
19.48,8.571428571428571,0,171,0,0,0,400.75,75.0,0,0
19.48,8.571428571428571,0,171,0,0,0,415.06,78.0,0,0
19.50,8.571428571428571,0,171,0,0,0,429.37,81.0,0,0
19.50,8.571428571428571,0,172,0,0,0,443.68,84.0,0,0
19.50,8.571428571428571,0,172,0,0,0,457.99,87.0,0,0
19.50,8.571428571428571,0,172,0,0,0,472.3,90.0,0,0
19.50,8.571428571428571,0,172,0,0,0,486.61,93.0,0,0
19.50,8.571428571428571,0,172,0,0,0,500.92,96.0,0,0
19.50,8.571428571428571,0,172,0,0,0,515.23,99.0,0,0
19.50,8.571428571428571,0,172,0,0,0,520,100.0,0,0
19.50,8.571428571428571,0,172,0,0,0,505.69,97.0,0,0
19.50,8.571428571428571,0,172,0,0,0,491.38,94.0,0,0
19.52,8.571428571428571,0,172,0,0,0,477.07,91.0,0,0
19.52,8.571428571428571,0,172,0,0,0,462.76,88.0,0,0
19.52,8.571428571428571,0,172,0,0,0,448.45,85.0,0,0
19.52,8.571428571428571,0,172,0,0,0,434.14,82.0,0,0
19.52,8.571428571428571,0,172,0,0,0,419.83,79.0,0,0
19.52,8.571428571428571,0,172,0,0,0,405.52,76.0,0,0
19.52,8.571428571428571,0,172,0,0,0,391.21,73.0,0,0
19.52,8.571428571428571,0,172,0,0,0,376.9,70.0,0,0
19.52,8.571428571428571,0,172,0,0,0,362.59000000000003,67.0,0,0
19.52,8.571428571428571,0,172,0,0,0,348.28,63.99999999999999,0,0
19.53,8.571428571428571,0,172,0,0,0,333.96999999999997,60.99999999999999,0,0
19.53,8.571428571428571,0,172,0,0,0,319.65999999999997,57.99999999999999,0,0
19.53,8.571428571428571,0,172,0,0,0,305.34999999999997,54.99999999999999,0,0
19.53,8.571428571428571,0,172,0,0,0,291.03999999999996,51.99999999999999,0,0
19.53,8.571428571428571,0,172,0,0,0,276.7299999999999,48.99999999999998,0,0
19.53,8.571428571428571,0,172,0,0,0,262.4199999999999,45.99999999999997,0,0
19.53,8.571428571428571,0,172,0,0,0,248.10999999999984,42.99999999999997,0,0
19.53,8.571428571428571,0,172,0,0,0,233.79999999999984,39.99999999999997,0,0
19.53,8.571428571428571,0,172,0,0,0,219.48999999999984,36.999999999999964,0,0
19.53,8.571428571428571,0,172,0,0,0,205.1799999999999,33.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,190.8699999999999,30.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,176.55999999999983,27.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,162.24999999999983,24.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,147.93999999999988,21.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,133.62999999999988,18.99999999999997,0,0
19.55,8.571428571428571,0,172,0,0,0,119.31999999999988,15.999999999999972,0,0
19.55,8.571428571428571,0,172,0,0,0,105.00999999999982,12.999999999999972,0,0
19.55,8.571428571428571,0,172,0,0,0,90.69999999999987,9.999999999999972,0,0
19.55,8.571428571428571,0,172,0,0,0,76.38999999999987,6.999999999999972,0,0
19.55,8.571428571428571,0,172,0,0,0,62.07999999999987,3.9999999999999716,0,0
19.57,8.571428571428571,0,172,0,0,0,47.76999999999987,0.9999999999999716,0,0
19.57,8.571428571428571,0,172,0,0,0,43,0.0,0,0
19.57,8.571428571428571,0,172,0,0,0,57.31,3.0,0,0
19.57,8.571428571428571,0,172,0,0,0,71.62,6.0,0,0
19.57,8.571428571428571,0,172,0,0,0,85.93,9.0,0,0
19.57,8.571428571428571,0,172,0,0,0,100.24000000000001,12.0,0,0
19.57,8.571428571428571,0,172,0,0,0,114.55000000000001,15.0,0,0
19.57,8.571428571428571,0,172,0,0,0,128.86,18.0,0,0
19.57,8.571428571428571,0,172,0,0,0,143.16999999999996,21.0,0,0
19.57,8.571428571428571,0,172,0,0,0,157.48000000000002,24.0,0,0
19.58,8.571428571428571,0,172,0,0,0,171.79000000000002,27.0,0,0
19.58,8.571428571428571,0,172,0,0,0,186.10000000000002,30.0,0,0
19.58,8.571428571428571,0,172,0,0,0,200.40999999999997,33.0,0,0
19.58,8.571428571428571,0,172,0,0,0,214.71999999999997,36.0,0,0
19.58,8.571428571428571,0,172,0,0,0,229.03000000000003,39.0,0,0
19.58,8.571428571428571,0,172,0,0,0,243.34000000000003,42.00000000000001,0,0
19.58,8.571428571428571,0,172,0,0,0,257.65000000000003,45.00000000000001,0,0
19.58,8.571428571428571,0,172,0,0,0,271.96000000000004,48.00000000000001,0,0
19.58,8.571428571428571,0,172,0,0,0,286.27000000000004,51.00000000000001,0,0
19.58,8.571428571428571,0,172,0,0,0,300.58000000000004,54.00000000000001,0,0
19.60,8.571428571428571,0,172,0,0,0,314.89000000000004,57.000000000000014,0,0
19.60,8.571428571428571,0,172,0,0,0,329.20000000000005,60.00000000000001,0,0
19.60,8.571428571428571,0,172,0,0,0,343.51,63.0,0,0
19.60,8.571428571428571,0,172,0,0,0,357.82,66.0,0,0
19.60,8.571428571428571,0,172,0,0,0,372.13,69.0,0,0
19.60,8.571428571428571,0,172,0,0,0,386.44,72.0,0,0
19.60,8.571428571428571,0,172,0,0,0,400.75,75.0,0,0
19.60,8.571428571428571,0,172,0,0,0,415.06,78.0,0,0
19.60,8.571428571428571,0,172,0,0,0,429.37,81.0,0,0
19.60,8.571428571428571,0,173,0,0,0,443.68,84.0,0,0
19.62,8.571428571428571,0,173,0,0,0,457.99,87.0,0,0
19.62,8.571428571428571,0,173,0,0,0,472.3,90.0,0,0
19.62,8.571428571428571,0,173,0,0,0,486.61,93.0,0,0
19.62,8.571428571428571,0,173,0,0,0,500.92,96.0,0,0
19.62,8.571428571428571,0,173,0,0,0,515.23,99.0,0,0
19.62,8.571428571428571,0,173,0,0,0,520,100.0,0,0
19.62,8.571428571428571,0,173,0,0,0,505.69,97.0,0,0
19.62,8.571428571428571,0,173,0,0,0,491.38,94.0,0,0
19.62,8.571428571428571,0,173,0,0,0,477.07,91.0,0,0
19.62,8.571428571428571,0,173,0,0,0,462.76,88.0,0,0
19.63,8.571428571428571,0,173,0,0,0,448.45,85.0,0,0
19.63,8.571428571428571,0,173,0,0,0,434.14,82.0,0,0
19.63,8.571428571428571,0,173,0,0,0,419.83,79.0,0,0
19.63,8.571428571428571,0,173,0,0,0,405.52,76.0,0,0
19.63,8.571428571428571,0,173,0,0,0,391.21,73.0,0,0
19.63,8.571428571428571,0,173,0,0,0,376.9,70.0,0,0
19.63,8.571428571428571,0,173,0,0,0,362.59000000000003,67.0,0,0
19.63,8.571428571428571,0,173,0,0,0,348.28,63.99999999999999,0,0
19.63,8.571428571428571,0,173,0,0,0,333.96999999999997,60.99999999999999,0,0
19.63,8.571428571428571,0,173,0,0,0,319.65999999999997,57.99999999999999,0,0
19.65,8.571428571428571,0,173,0,0,0,305.34999999999997,54.99999999999999,0,0
19.65,8.571428571428571,0,173,0,0,0,291.03999999999996,51.99999999999999,0,0
19.65,8.571428571428571,0,173,0,0,0,276.7299999999999,48.99999999999998,0,0
19.65,8.571428571428571,0,173,0,0,0,262.4199999999999,45.99999999999997,0,0
19.65,8.571428571428571,0,173,0,0,0,248.10999999999984,42.99999999999997,0,0
19.65,8.571428571428571,0,173,0,0,0,233.79999999999984,39.99999999999997,0,0
19.65,8.571428571428571,0,173,0,0,0,219.48999999999984,36.999999999999964,0,0
19.65,8.571428571428571,0,173,0,0,0,205.1799999999999,33.99999999999997,0,0
19.65,8.571428571428571,0,173,0,0,0,190.8699999999999,30.99999999999997,0,0
19.65,8.571428571428571,0,173,0,0,0,176.55999999999983,27.99999999999997,0,0
19.67,8.571428571428571,0,173,0,0,0,162.24999999999983,24.99999999999997,0,0
19.67,8.571428571428571,0,173,0,0,0,147.93999999999988,21.99999999999997,0,0
19.67,8.571428571428571,0,173,0,0,0,133.62999999999988,18.99999999999997,0,0
19.67,8.571428571428571,0,173,0,0,0,119.31999999999988,15.999999999999972,0,0
19.67,8.571428571428571,0,173,0,0,0,105.00999999999982,12.999999999999972,0,0
19.67,8.571428571428571,0,173,0,0,0,90.69999999999987,9.999999999999972,0,0
19.67,8.571428571428571,0,173,0,0,0,76.38999999999987,6.999999999999972,0,0
19.67,8.571428571428571,0,173,0,0,0,62.07999999999987,3.9999999999999716,0,0
19.67,8.571428571428571,0,173,0,0,0,47.76999999999987,0.9999999999999716,0,0
19.67,8.571428571428571,0,173,0,0,0,43,0.0,0,0
19.68,8.571428571428571,0,173,0,0,0,57.31,3.0,0,0
19.68,8.571428571428571,0,173,0,0,0,71.62,6.0,0,0
19.68,8.571428571428571,0,173,0,0,0,85.93,9.0,0,0
19.68,8.571428571428571,0,173,0,0,0,100.24000000000001,12.0,0,0
19.68,8.571428571428571,0,173,0,0,0,114.55000000000001,15.0,0,0
19.68,8.571428571428571,0,173,0,0,0,128.86,18.0,0,0
19.68,8.571428571428571,0,173,0,0,0,143.16999999999996,21.0,0,0
19.68,8.571428571428571,0,173,0,0,0,157.48000000000002,24.0,0,0
19.68,8.571428571428571,0,173,0,0,0,171.79000000000002,27.0,0,0
19.68,8.571428571428571,0,173,0,0,0,186.10000000000002,30.0,0,0
19.70,8.571428571428571,0,173,0,0,0,200.40999999999997,33.0,0,0
19.70,8.571428571428571,0,173,0,0,0,214.71999999999997,36.0,0,0
19.70,8.571428571428571,0,173,0,0,0,229.03000000000003,39.0,0,0
19.70,8.571428571428571,0,173,0,0,0,243.34000000000003,42.00000000000001,0,0
19.70,8.571428571428571,0,173,0,0,0,257.65000000000003,45.00000000000001,0,0
19.70,8.571428571428571,0,173,0,0,0,271.96000000000004,48.00000000000001,0,0
19.70,8.571428571428571,0,173,0,0,0,286.27000000000004,51.00000000000001,0,0
19.70,8.571428571428571,0,173,0,0,0,300.58000000000004,54.00000000000001,0,0
19.70,8.571428571428571,0,173,0,0,0,314.89000000000004,57.000000000000014,0,0
19.70,8.571428571428571,0,173,0,0,0,329.20000000000005,60.00000000000001,0,0
19.72,8.571428571428571,0,173,0,0,0,343.51,63.0,0,0
19.72,8.571428571428571,0,173,0,0,0,357.82,66.0,0,0
19.72,8.571428571428571,0,173,0,0,0,372.13,69.0,0,0
19.72,8.571428571428571,0,173,0,0,0,386.44,72.0,0,0
19.72,8.571428571428571,0,173,0,0,0,400.75,75.0,0,0
19.72,8.571428571428571,0,173,0,0,0,415.06,78.0,0,0
19.72,8.571428571428571,0,173,0,0,0,429.37,81.0,0,0
19.72,8.571428571428571,0,174,0,0,0,443.68,84.0,0,0
19.72,8.571428571428571,0,174,0,0,0,457.99,87.0,0,0
19.72,8.571428571428571,0,174,0,0,0,472.3,90.0,0,0
19.73,8.571428571428571,0,174,0,0,0,486.61,93.0,0,0
19.73,8.571428571428571,0,174,0,0,0,500.92,96.0,0,0
19.73,8.571428571428571,0,174,0,0,0,515.23,99.0,0,0
19.73,8.571428571428571,0,174,0,0,0,520,100.0,0,0
19.73,8.571428571428571,0,174,0,0,0,505.69,97.0,0,0
19.73,8.571428571428571,0,174,0,0,0,491.38,94.0,0,0
19.73,8.571428571428571,0,174,0,0,0,477.07,91.0,0,0
19.73,8.571428571428571,0,174,0,0,0,462.76,88.0,0,0
19.73,8.571428571428571,0,174,0,0,0,448.45,85.0,0,0
19.73,8.571428571428571,0,174,0,0,0,434.14,82.0,0,0
19.75,8.571428571428571,0,174,0,0,0,419.83,79.0,0,0
19.75,8.571428571428571,0,174,0,0,0,405.52,76.0,0,0
19.75,8.571428571428571,0,174,0,0,0,391.21,73.0,0,0
19.75,8.571428571428571,0,174,0,0,0,376.9,70.0,0,0
19.75,8.571428571428571,0,174,0,0,0,362.59000000000003,67.0,0,0
19.75,8.571428571428571,0,174,0,0,0,348.28,63.99999999999999,0,0
19.75,8.571428571428571,0,174,0,0,0,333.96999999999997,60.99999999999999,0,0
19.75,8.571428571428571,0,174,0,0,0,319.65999999999997,57.99999999999999,0,0
19.75,8.571428571428571,0,174,0,0,0,305.34999999999997,54.99999999999999,0,0
19.75,8.571428571428571,0,174,0,0,0,291.03999999999996,51.99999999999999,0,0
19.77,8.571428571428571,0,174,0,0,0,276.7299999999999,48.99999999999998,0,0
19.77,8.571428571428571,0,174,0,0,0,262.4199999999999,45.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,248.10999999999984,42.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,233.79999999999984,39.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,219.48999999999984,36.999999999999964,0,0
19.77,8.571428571428571,0,174,0,0,0,205.1799999999999,33.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,190.8699999999999,30.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,176.55999999999983,27.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,162.24999999999983,24.99999999999997,0,0
19.77,8.571428571428571,0,174,0,0,0,147.93999999999988,21.99999999999997,0,0
19.78,8.571428571428571,0,174,0,0,0,133.62999999999988,18.99999999999997,0,0
19.78,8.571428571428571,0,174,0,0,0,119.31999999999988,15.999999999999972,0,0
19.78,8.571428571428571,0,174,0,0,0,105.00999999999982,12.999999999999972,0,0
19.78,8.571428571428571,0,174,0,0,0,90.69999999999987,9.999999999999972,0,0
19.78,8.571428571428571,0,174,0,0,0,76.38999999999987,6.999999999999972,0,0
19.78,8.571428571428571,0,174,0,0,0,62.07999999999987,3.9999999999999716,0,0
19.78,8.571428571428571,0,174,0,0,0,47.76999999999987,0.9999999999999716,0,0
19.78,8.571428571428571,0,174,0,0,0,43,0.0,0,0
19.78,8.571428571428571,0,174,0,0,0,57.31,3.0,0,0
19.78,8.571428571428571,0,174,0,0,0,71.62,6.0,0,0
19.80,8.571428571428571,0,174,0,0,0,85.93,9.0,0,0
19.80,8.571428571428571,0,174,0,0,0,100.24000000000001,12.0,0,0
19.80,8.571428571428571,0,174,0,0,0,114.55000000000001,15.0,0,0
19.80,8.571428571428571,0,174,0,0,0,128.86,18.0,0,0
19.80,8.571428571428571,0,174,0,0,0,143.16999999999996,21.0,0,0
19.80,8.571428571428571,0,174,0,0,0,157.48000000000002,24.0,0,0
19.80,8.571428571428571,0,174,0,0,0,171.79000000000002,27.0,0,0
19.80,8.571428571428571,0,174,0,0,0,186.10000000000002,30.0,0,0
19.80,8.571428571428571,0,174,0,0,0,200.40999999999997,33.0,0,0
19.80,8.571428571428571,0,174,0,0,0,214.71999999999997,36.0,0,0
19.82,8.571428571428571,0,174,0,0,0,229.03000000000003,39.0,0,0
19.82,8.571428571428571,0,174,0,0,0,243.34000000000003,42.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,257.65000000000003,45.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,271.96000000000004,48.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,286.27000000000004,51.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,300.58000000000004,54.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,314.89000000000004,57.000000000000014,0,0
19.82,8.571428571428571,0,174,0,0,0,329.20000000000005,60.00000000000001,0,0
19.82,8.571428571428571,0,174,0,0,0,343.51,63.0,0,0
19.82,8.571428571428571,0,174,0,0,0,357.82,66.0,0,0
19.83,8.571428571428571,0,174,0,0,0,372.13,69.0,0,0
19.83,8.571428571428571,0,174,0,0,0,386.44,72.0,0,0
19.83,8.571428571428571,0,174,0,0,0,400.75,75.0,0,0
19.83,8.571428571428571,0,174,0,0,0,415.06,78.0,0,0
19.83,8.571428571428571,0,174,0,0,0,429.37,81.0,0,0
19.83,8.571428571428571,0,175,0,0,0,443.68,84.0,0,0
19.83,8.571428571428571,0,175,0,0,0,457.99,87.0,0,0
19.83,8.571428571428571,0,175,0,0,0,472.3,90.0,0,0
19.83,8.571428571428571,0,175,0,0,0,486.61,93.0,0,0
19.83,8.571428571428571,0,175,0,0,0,500.92,96.0,0,0
19.85,8.571428571428571,0,175,0,0,0,515.23,99.0,0,0
19.85,8.571428571428571,0,175,0,0,0,520,100.0,0,0
19.85,8.571428571428571,0,175,0,0,0,505.69,97.0,0,0
19.85,8.571428571428571,0,175,0,0,0,491.38,94.0,0,0
19.85,8.571428571428571,0,175,0,0,0,477.07,91.0,0,0
19.85,8.571428571428571,0,175,0,0,0,462.76,88.0,0,0
19.85,8.571428571428571,0,175,0,0,0,448.45,85.0,0,0
19.85,8.571428571428571,0,175,0,0,0,434.14,82.0,0,0
19.85,8.571428571428571,0,175,0,0,0,419.83,79.0,0,0
19.85,8.571428571428571,0,175,0,0,0,405.52,76.0,0,0
19.87,8.571428571428571,0,175,0,0,0,391.21,73.0,0,0
19.87,8.571428571428571,0,175,0,0,0,376.9,70.0,0,0
19.87,8.571428571428571,0,175,0,0,0,362.59000000000003,67.0,0,0
19.87,8.571428571428571,0,175,0,0,0,348.28,63.99999999999999,0,0
19.87,8.571428571428571,0,175,0,0,0,333.96999999999997,60.99999999999999,0,0
19.87,8.571428571428571,0,175,0,0,0,319.65999999999997,57.99999999999999,0,0
19.87,8.571428571428571,0,175,0,0,0,305.34999999999997,54.99999999999999,0,0
19.87,8.571428571428571,0,175,0,0,0,291.03999999999996,51.99999999999999,0,0
19.88,8.571428571428571,0,175,0,0,0,276.7299999999999,48.99999999999998,0,0
19.88,8.571428571428571,0,175,0,0,0,262.4199999999999,45.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,248.10999999999984,42.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,233.79999999999984,39.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,219.48999999999984,36.999999999999964,0,0
19.88,8.571428571428571,0,175,0,0,0,205.1799999999999,33.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,190.8699999999999,30.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,176.55999999999983,27.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,162.24999999999983,24.99999999999997,0,0
19.88,8.571428571428571,0,175,0,0,0,147.93999999999988,21.99999999999997,0,0
19.90,8.571428571428571,0,175,0,0,0,133.62999999999988,18.99999999999997,0,0
19.90,8.571428571428571,0,175,0,0,0,119.31999999999988,15.999999999999972,0,0
19.90,8.571428571428571,0,175,0,0,0,105.00999999999982,12.999999999999972,0,0
19.90,8.571428571428571,0,175,0,0,0,90.69999999999987,9.999999999999972,0,0
19.90,8.571428571428571,0,175,0,0,0,76.38999999999987,6.999999999999972,0,0
19.90,8.571428571428571,0,175,0,0,0,62.07999999999987,3.9999999999999716,0,0
19.90,8.571428571428571,0,175,0,0,0,47.76999999999987,0.9999999999999716,0,0
19.90,8.571428571428571,0,175,0,0,0,43,0.0,0,0
19.90,8.571428571428571,0,175,0,0,0,57.31,3.0,0,0
19.92,8.571428571428571,0,175,0,0,0,71.62,6.0,0,0
19.92,8.571428571428571,0,175,0,0,0,85.93,9.0,0,0
19.92,8.571428571428571,0,175,0,0,0,100.24000000000001,12.0,0,0
19.92,8.571428571428571,0,175,0,0,0,114.55000000000001,15.0,0,0
19.92,8.571428571428571,0,175,0,0,0,128.86,18.0,0,0
19.92,8.571428571428571,0,175,0,0,0,143.16999999999996,21.0,0,0
19.92,8.571428571428571,0,175,0,0,0,157.48000000000002,24.0,0,0
19.92,8.571428571428571,0,175,0,0,0,171.79000000000002,27.0,0,0
19.92,8.571428571428571,0,175,0,0,0,186.10000000000002,30.0,0,0
19.92,8.571428571428571,0,175,0,0,0,200.40999999999997,33.0,0,0
19.92,8.571428571428571,0,175,0,0,0,214.71999999999997,36.0,0,0
19.93,8.571428571428571,0,175,0,0,0,229.03000000000003,39.0,0,0
19.93,8.571428571428571,0,175,0,0,0,243.34000000000003,42.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,257.65000000000003,45.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,271.96000000000004,48.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,286.27000000000004,51.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,300.58000000000004,54.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,314.89000000000004,57.000000000000014,0,0
19.93,8.571428571428571,0,175,0,0,0,329.20000000000005,60.00000000000001,0,0
19.93,8.571428571428571,0,175,0,0,0,343.51,63.0,0,0
19.93,8.571428571428571,0,175,0,0,0,357.82,66.0,0,0
19.95,8.571428571428571,0,175,0,0,0,372.13,69.0,0,0
19.95,8.571428571428571,0,175,0,0,0,386.44,72.0,0,0
19.95,8.571428571428571,0,175,0,0,0,400.75,75.0,0,0
19.95,8.571428571428571,0,175,0,0,0,415.06,78.0,0,0
19.95,8.571428571428571,0,175,0,0,0,429.37,81.0,0,0
19.95,8.571428571428571,0,176,0,0,0,443.68,84.0,0,0
19.95,8.571428571428571,0,176,0,0,0,457.99,87.0,0,0
19.95,8.571428571428571,0,176,0,0,0,472.3,90.0,0,0
19.95,8.571428571428571,0,176,0,0,0,486.61,93.0,0,0
19.95,8.571428571428571,0,176,0,0,0,500.92,96.0,0,0
19.97,8.571428571428571,0,176,0,0,0,515.23,99.0,0,0
19.97,8.571428571428571,0,176,0,0,0,520,100.0,0,0
19.97,8.571428571428571,0,176,0,0,0,505.69,97.0,0,0
19.97,8.571428571428571,0,176,0,0,0,491.38,94.0,0,0
19.97,8.571428571428571,0,176,0,0,0,477.07,91.0,0,0
19.97,8.571428571428571,0,176,0,0,0,462.76,88.0,0,0
19.97,8.571428571428571,0,176,0,0,0,448.45,85.0,0,0
19.97,8.571428571428571,0,176,0,0,0,434.14,82.0,0,0
19.97,8.571428571428571,0,176,0,0,0,419.83,79.0,0,0
19.97,8.571428571428571,0,176,0,0,0,405.52,76.0,0,0
19.98,8.571428571428571,0,176,0,0,0,391.21,73.0,0,0
19.98,8.571428571428571,0,176,0,0,0,376.9,70.0,0,0
19.98,8.571428571428571,0,176,0,0,0,362.59000000000003,67.0,0,0
19.98,8.571428571428571,0,176,0,0,0,348.28,63.99999999999999,0,0
19.98,8.571428571428571,0,176,0,0,0,333.96999999999997,60.99999999999999,0,0
19.98,8.571428571428571,0,176,0,0,0,319.65999999999997,57.99999999999999,0,0
19.98,8.571428571428571,0,176,0,0,0,305.34999999999997,54.99999999999999,0,0
19.98,8.571428571428571,0,176,0,0,0,291.03999999999996,51.99999999999999,0,0
19.98,8.571428571428571,0,176,0,0,0,276.7299999999999,48.99999999999998,0,0
19.98,8.571428571428571,0,176,0,0,0,262.4199999999999,45.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,248.10999999999984,42.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,233.79999999999984,39.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,219.48999999999984,36.999999999999964,0,0
20.00,8.571428571428571,0,176,0,0,0,205.1799999999999,33.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,190.8699999999999,30.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,176.55999999999983,27.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,162.24999999999983,24.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,147.93999999999988,21.99999999999997,0,0
20.00,8.571428571428571,0,176,0,0,0,133.62999999999988,18.99999999999997,0,0
